slice_file_name,['class']
197318-6-12-0,['gun_shot']
197318-6-2-0,['gun_shot']
197318-6-3-0,['gun_shot']
197318-6-4-0,['gun_shot']
197318-6-5-0,['gun_shot']
197318-6-6-0,['gun_shot']
197318-6-7-0,['gun_shot']
197318-6-8-0,['gun_shot']
197318-6-9-0,['gun_shot']
197320-6-0-0,['gun_shot']
197320-6-1-0,['gun_shot']
197320-6-10-0,['gun_shot']
197320-6-11-0,['gun_shot']
197320-6-12-0,['gun_shot']
197320-6-2-0,['gun_shot']
197320-6-3-0,['gun_shot']
197320-6-4-0,['gun_shot']
197320-6-5-0,['gun_shot']
197320-6-6-0,['gun_shot']
197320-6-7-0,['gun_shot']
197320-6-8-0,['gun_shot']
197320-6-9-0,['gun_shot']
197554-2-0-23,['children_playing']
197554-2-0-26,['children_playing']
197554-2-0-28,['children_playing']
197554-2-0-3,['children_playing']
197554-2-0-60,['children_playing']
197554-2-0-69,['children_playing']
197554-2-0-74,['children_playing']
197554-2-0-82,['children_playing']
199261-3-0-0,['dog_bark']
199261-3-0-1,['dog_bark']
199261-3-0-2,['dog_bark']
199261-3-0-4,['dog_bark']
199769-1-0-0,['car_horn']
199769-1-0-1,['car_horn']
199769-1-0-10,['car_horn']
199769-1-0-11,['car_horn']
199769-1-0-12,['car_horn']
199769-1-0-13,['car_horn']
199769-1-0-14,['car_horn']
199769-1-0-15,['car_horn']
199769-1-0-16,['car_horn']
199769-1-0-17,['car_horn']
199769-1-0-18,['car_horn']
199769-1-0-2,['car_horn']
199769-1-0-3,['car_horn']
199769-1-0-4,['car_horn']
199769-1-0-5,['car_horn']
199769-1-0-6,['car_horn']
199769-1-0-7,['car_horn']
199769-1-0-8,['car_horn']
199769-1-0-9,['car_horn']
199929-4-0-0,['drilling']
199929-4-1-0,['drilling']
199929-4-2-0,['drilling']
20015-3-0-12,['dog_bark']
20015-3-0-14,['dog_bark']
20015-3-0-19,['dog_bark']
20015-3-0-4,['dog_bark']
200161-3-6-0,['dog_bark']
200161-3-6-3,['dog_bark']
200161-3-6-4,['dog_bark']
200161-3-7-0,['dog_bark']
200460-6-0-0,['gun_shot']
200460-6-1-0,['gun_shot']
200460-6-2-0,['gun_shot']
200460-6-3-0,['gun_shot']
200460-6-4-0,['gun_shot']
200460-6-5-0,['gun_shot']
200786-5-0-0,['engine_idling']
200786-5-1-0,['engine_idling']
200786-5-1-1,['engine_idling']
200786-5-1-2,['engine_idling']
200786-5-1-3,['engine_idling']
200786-5-1-4,['engine_idling']
200786-5-1-5,['engine_idling']
201207-3-0-0,['dog_bark']
201207-3-13-0,['dog_bark']
201207-3-21-0,['dog_bark']
201207-3-29-0,['dog_bark']
201652-5-0-0,['engine_idling']
201652-5-0-1,['engine_idling']
201652-5-0-2,['engine_idling']
201652-5-0-3,['engine_idling']
201652-5-1-0,['engine_idling']
201652-5-2-0,['engine_idling']
201652-5-2-1,['engine_idling']
201652-5-2-2,['engine_idling']
201652-5-2-3,['engine_idling']
201652-5-2-4,['engine_idling']
201652-5-2-5,['engine_idling']
201652-5-3-0,['engine_idling']
201652-5-3-1,['engine_idling']
201652-5-3-2,['engine_idling']
201652-5-3-3,['engine_idling']
201652-5-3-4,['engine_idling']
201652-5-4-0,['engine_idling']
201652-5-4-1,['engine_idling']
201652-5-4-2,['engine_idling']
201652-5-4-3,['engine_idling']
201652-5-4-4,['engine_idling']
201652-5-4-5,['engine_idling']
201652-5-4-6,['engine_idling']
201652-5-4-7,['engine_idling']
201652-5-4-8,['engine_idling']
201652-5-4-9,['engine_idling']
201652-5-5-0,['engine_idling']
201652-5-5-1,['engine_idling']
201652-5-5-2,['engine_idling']
201652-5-5-3,['engine_idling']
201652-5-5-4,['engine_idling']
201652-5-5-5,['engine_idling']
201988-5-0-0,['engine_idling']
201988-5-0-1,['engine_idling']
201988-5-0-10,['engine_idling']
201988-5-0-11,['engine_idling']
201988-5-0-12,['engine_idling']
201988-5-0-13,['engine_idling']
201988-5-0-14,['engine_idling']
201988-5-0-15,['engine_idling']
201988-5-0-16,['engine_idling']
201988-5-0-17,['engine_idling']
201988-5-0-18,['engine_idling']
201988-5-0-19,['engine_idling']
201988-5-0-2,['engine_idling']
201988-5-0-20,['engine_idling']
201988-5-0-21,['engine_idling']
201988-5-0-22,['engine_idling']
201988-5-0-3,['engine_idling']
201988-5-0-4,['engine_idling']
201988-5-0-5,['engine_idling']
201988-5-0-6,['engine_idling']
201988-5-0-7,['engine_idling']
201988-5-0-8,['engine_idling']
201988-5-0-9,['engine_idling']
201988-5-1-0,['engine_idling']
202334-9-0-105,['street_music']
202334-9-0-106,['street_music']
202334-9-0-137,['street_music']
202334-9-0-202,['street_music']
202334-9-0-63,['street_music']
202334-9-0-88,['street_music']
202516-0-0-0,['air_conditioner']
202516-0-0-1,['air_conditioner']
202516-0-0-10,['air_conditioner']
202516-0-0-11,['air_conditioner']
202516-0-0-2,['air_conditioner']
202516-0-0-3,['air_conditioner']
202516-0-0-4,['air_conditioner']
202516-0-0-5,['air_conditioner']
202516-0-0-6,['air_conditioner']
202516-0-0-7,['air_conditioner']
202516-0-0-8,['air_conditioner']
202516-0-0-9,['air_conditioner']
202517-0-0-0,['air_conditioner']
20285-3-0-0,['dog_bark']
20285-3-1-0,['dog_bark']
20285-3-1-1,['dog_bark']
20285-3-2-0,['dog_bark']
203128-3-1-0,['dog_bark']
203128-3-3-0,['dog_bark']
203128-3-6-0,['dog_bark']
203128-3-9-0,['dog_bark']
203355-3-0-0,['dog_bark']
203355-3-1-0,['dog_bark']
203356-3-0-0,['dog_bark']
203356-3-0-1,['dog_bark']
203356-3-0-2,['dog_bark']
203356-3-0-3,['dog_bark']
203424-9-0-15,['street_music']
203424-9-0-18,['street_music']
203424-9-0-26,['street_music']
203424-9-0-34,['street_music']
203424-9-0-4,['street_music']
203424-9-0-46,['street_music']
203440-3-0-0,['dog_bark']
203440-3-0-1,['dog_bark']
203440-3-0-5,['dog_bark']
203440-3-0-6,['dog_bark']
203516-3-0-0,['dog_bark']
203654-9-0-15,['street_music']
203654-9-0-28,['street_music']
203654-9-0-39,['street_music']
203654-9-0-42,['street_music']
203654-9-0-60,['street_music']
203654-9-0-8,['street_music']
203913-8-0-0,['siren']
203913-8-0-1,['siren']
203913-8-0-10,['siren']
203913-8-0-11,['siren']
203913-8-0-12,['siren']
203913-8-0-2,['siren']
203913-8-0-3,['siren']
203913-8-0-4,['siren']
203913-8-0-5,['siren']
203913-8-0-6,['siren']
203913-8-0-7,['siren']
203913-8-0-8,['siren']
203913-8-0-9,['siren']
203913-8-1-0,['siren']
203913-8-1-1,['siren']
203913-8-1-2,['siren']
203913-8-1-3,['siren']
203913-8-1-4,['siren']
203913-8-1-5,['siren']
203929-7-1-0,['jackhammer']
203929-7-1-1,['jackhammer']
203929-7-1-2,['jackhammer']
203929-7-1-3,['jackhammer']
203929-7-1-6,['jackhammer']
203929-7-1-7,['jackhammer']
203929-7-1-8,['jackhammer']
203929-7-10-0,['jackhammer']
203929-7-10-1,['jackhammer']
203929-7-10-2,['jackhammer']
203929-7-2-0,['jackhammer']
203929-7-2-11,['jackhammer']
203929-7-2-2,['jackhammer']
203929-7-2-3,['jackhammer']
203929-7-2-5,['jackhammer']
203929-7-2-6,['jackhammer']
203929-7-2-8,['jackhammer']
203929-7-2-9,['jackhammer']
203929-7-3-1,['jackhammer']
203929-7-3-10,['jackhammer']
203929-7-3-2,['jackhammer']
203929-7-3-3,['jackhammer']
203929-7-3-5,['jackhammer']
203929-7-3-9,['jackhammer']
203929-7-4-0,['jackhammer']
203929-7-4-1,['jackhammer']
203929-7-4-10,['jackhammer']
203929-7-4-11,['jackhammer']
203929-7-4-12,['jackhammer']
203929-7-4-2,['jackhammer']
203929-7-4-4,['jackhammer']
203929-7-4-6,['jackhammer']
203929-7-4-7,['jackhammer']
203929-7-4-8,['jackhammer']
203929-7-5-0,['jackhammer']
203929-7-5-1,['jackhammer']
203929-7-5-10,['jackhammer']
203929-7-5-11,['jackhammer']
203929-7-5-6,['jackhammer']
203929-7-5-7,['jackhammer']
203929-7-6-1,['jackhammer']
203929-7-6-10,['jackhammer']
203929-7-6-11,['jackhammer']
203929-7-6-2,['jackhammer']
203929-7-6-3,['jackhammer']
203929-7-6-8,['jackhammer']
203929-7-6-9,['jackhammer']
203929-7-7-0,['jackhammer']
203929-7-7-10,['jackhammer']
203929-7-7-12,['jackhammer']
203929-7-7-13,['jackhammer']
203929-7-7-14,['jackhammer']
203929-7-7-15,['jackhammer']
203929-7-7-16,['jackhammer']
203929-7-7-2,['jackhammer']
203929-7-7-3,['jackhammer']
203929-7-7-4,['jackhammer']
203929-7-7-9,['jackhammer']
203929-7-8-0,['jackhammer']
203929-7-9-0,['jackhammer']
203929-7-9-11,['jackhammer']
203929-7-9-12,['jackhammer']
203929-7-9-15,['jackhammer']
203929-7-9-17,['jackhammer']
203929-7-9-18,['jackhammer']
203929-7-9-19,['jackhammer']
203929-7-9-20,['jackhammer']
203929-7-9-24,['jackhammer']
203929-7-9-4,['jackhammer']
203929-7-9-6,['jackhammer']
203929-7-9-8,['jackhammer']
203929-7-9-9,['jackhammer']
203956-1-0-0,['car_horn']
203962-5-0-0,['engine_idling']
203962-5-0-1,['engine_idling']
204067-2-0-1,['children_playing']
204067-2-0-20,['children_playing']
204067-2-0-29,['children_playing']
204067-2-0-3,['children_playing']
204067-2-0-30,['children_playing']
204067-2-0-32,['children_playing']
204067-2-0-35,['children_playing']
204067-2-0-39,['children_playing']
204240-0-0-0,['air_conditioner']
204240-0-0-1,['air_conditioner']
204240-0-0-10,['air_conditioner']
204240-0-0-11,['air_conditioner']
204240-0-0-12,['air_conditioner']
204240-0-0-13,['air_conditioner']
204240-0-0-14,['air_conditioner']
204240-0-0-15,['air_conditioner']
204240-0-0-16,['air_conditioner']
204240-0-0-17,['air_conditioner']
204240-0-0-18,['air_conditioner']
204240-0-0-19,['air_conditioner']
204240-0-0-2,['air_conditioner']
204240-0-0-20,['air_conditioner']
204240-0-0-21,['air_conditioner']
204240-0-0-22,['air_conditioner']
204240-0-0-23,['air_conditioner']
204240-0-0-25,['air_conditioner']
204240-0-0-26,['air_conditioner']
204240-0-0-27,['air_conditioner']
204240-0-0-28,['air_conditioner']
204240-0-0-29,['air_conditioner']
204240-0-0-3,['air_conditioner']
204240-0-0-30,['air_conditioner']
204240-0-0-31,['air_conditioner']
204240-0-0-32,['air_conditioner']
204240-0-0-33,['air_conditioner']
204240-0-0-34,['air_conditioner']
204240-0-0-35,['air_conditioner']
204240-0-0-5,['air_conditioner']
204240-0-0-6,['air_conditioner']
204240-0-0-7,['air_conditioner']
204240-0-0-8,['air_conditioner']
204240-0-0-9,['air_conditioner']
204408-2-0-19,['children_playing']
204408-2-0-2,['children_playing']
204408-2-0-21,['children_playing']
204408-2-0-36,['children_playing']
204408-2-0-54,['children_playing']
204408-2-0-8,['children_playing']
204408-2-0-83,['children_playing']
204408-2-0-9,['children_playing']
204526-2-0-121,['children_playing']
204526-2-0-134,['children_playing']
204526-2-0-153,['children_playing']
204526-2-0-160,['children_playing']
204526-2-0-166,['children_playing']
204526-2-0-193,['children_playing']
204526-2-0-71,['children_playing']
204765-1-0-0,['car_horn']
204773-3-7-1,['dog_bark']
204773-3-8-0,['dog_bark']
204773-3-9-0,['dog_bark']
204773-3-9-1,['dog_bark']
204919-3-0-0,['dog_bark']
204919-3-1-0,['dog_bark']
204919-3-3-0,['dog_bark']
204919-3-4-0,['dog_bark']
205013-6-0-0,['gun_shot']
205610-4-0-0,['drilling']
205610-4-0-1,['drilling']
205610-4-0-2,['drilling']
205610-4-0-3,['drilling']
205610-4-0-4,['drilling']
205610-4-0-5,['drilling']
20571-3-0-0,['dog_bark']
20571-3-1-0,['dog_bark']
205874-4-0-0,['drilling']
205874-4-1-0,['drilling']
205874-4-10-0,['drilling']
205874-4-11-0,['drilling']
205874-4-2-0,['drilling']
205874-4-3-0,['drilling']
205874-4-4-0,['drilling']
205874-4-5-0,['drilling']
205874-4-6-0,['drilling']
205874-4-7-0,['drilling']
205874-4-8-0,['drilling']
205874-4-9-0,['drilling']
205878-4-0-0,['drilling']
206037-2-0-11,['children_playing']
206037-2-0-21,['children_playing']
206037-2-0-22,['children_playing']
206037-2-0-25,['children_playing']
206037-2-0-3,['children_playing']
206037-2-0-38,['children_playing']
206037-2-0-4,['children_playing']
206037-2-0-40,['children_playing']
20688-2-0-0,['children_playing']
20688-2-0-1,['children_playing']
20688-2-0-2,['children_playing']
20688-2-0-3,['children_playing']
20688-2-0-4,['children_playing']
207124-3-0-0,['dog_bark']
207124-3-1-0,['dog_bark']
207124-3-2-0,['dog_bark']
207211-2-0-100,['children_playing']
207211-2-0-11,['children_playing']
207211-2-0-141,['children_playing']
207211-2-0-58,['children_playing']
207211-2-0-72,['children_playing']
207211-2-0-82,['children_playing']
207211-2-0-88,['children_playing']
207211-2-0-89,['children_playing']
207213-2-0-109,['children_playing']
207213-2-0-130,['children_playing']
207213-2-0-134,['children_playing']
207213-2-0-41,['children_playing']
207213-2-0-52,['children_playing']
207213-2-0-73,['children_playing']
207213-2-0-81,['children_playing']
207213-2-0-85,['children_playing']
207214-2-0-126,['children_playing']
207214-2-0-26,['children_playing']
207214-2-0-3,['children_playing']
207214-2-0-31,['children_playing']
207214-2-0-54,['children_playing']
207214-2-0-62,['children_playing']
207214-2-0-63,['children_playing']
207214-2-0-68,['children_playing']
207216-2-0-112,['children_playing']
207216-2-0-119,['children_playing']
207216-2-0-128,['children_playing']
207216-2-0-130,['children_playing']
207216-2-0-137,['children_playing']
207216-2-0-22,['children_playing']
207216-2-0-43,['children_playing']
207216-2-0-66,['children_playing']
207369-3-0-0,['dog_bark']
207962-3-0-0,['dog_bark']
207962-3-1-0,['dog_bark']
207962-3-2-0,['dog_bark']
208030-3-0-0,['dog_bark']
208030-3-1-0,['dog_bark']
208030-3-2-0,['dog_bark']
208030-3-4-0,['dog_bark']
20841-3-2-0,['dog_bark']
20841-3-3-0,['dog_bark']
20841-3-4-0,['dog_bark']
20841-3-6-0,['dog_bark']
208652-8-0-0,['siren']
208652-8-2-0,['siren']
208652-8-4-0,['siren']
208652-8-6-0,['siren']
209672-3-0-0,['dog_bark']
209672-3-3-0,['dog_bark']
209672-3-6-0,['dog_bark']
209672-3-8-0,['dog_bark']
209864-5-0-0,['engine_idling']
209864-5-0-1,['engine_idling']
209864-5-0-2,['engine_idling']
209864-5-0-3,['engine_idling']
209992-5-0-0,['engine_idling']
209992-5-1-4,['engine_idling']
209992-5-1-7,['engine_idling']
209992-5-2-100,['engine_idling']
209992-5-2-114,['engine_idling']
209992-5-2-115,['engine_idling']
209992-5-2-116,['engine_idling']
209992-5-2-131,['engine_idling']
209992-5-2-137,['engine_idling']
209992-5-2-138,['engine_idling']
209992-5-2-26,['engine_idling']
209992-5-2-42,['engine_idling']
209992-5-2-43,['engine_idling']
209992-5-2-77,['engine_idling']
209992-5-2-79,['engine_idling']
209992-5-2-8,['engine_idling']
209992-5-2-81,['engine_idling']
209992-5-2-82,['engine_idling']
209992-5-2-87,['engine_idling']
209992-5-2-91,['engine_idling']
209992-5-3-22,['engine_idling']
209992-5-3-5,['engine_idling']
209992-5-3-6,['engine_idling']
209992-5-4-1,['engine_idling']
209992-5-4-15,['engine_idling']
209992-5-4-17,['engine_idling']
209992-5-4-3,['engine_idling']
21187-5-0-0,['engine_idling']
21683-9-0-15,['street_music']
21683-9-0-18,['street_music']
21683-9-0-3,['street_music']
21683-9-0-30,['street_music']
21683-9-0-34,['street_music']
21683-9-0-39,['street_music']
21683-9-0-45,['street_music']
21684-9-0-12,['street_music']
21684-9-0-25,['street_music']
21684-9-0-30,['street_music']
21684-9-0-39,['street_music']
21684-9-0-5,['street_music']
21684-9-0-50,['street_music']
21684-9-0-7,['street_music']
22347-3-0-0,['dog_bark']
22347-3-1-1,['dog_bark']
22347-3-1-2,['dog_bark']
22347-3-3-0,['dog_bark']
22601-8-0-0,['siren']
22601-8-0-1,['siren']
22601-8-0-10,['siren']
22601-8-0-11,['siren']
22601-8-0-12,['siren']
22601-8-0-13,['siren']
22601-8-0-14,['siren']
22601-8-0-15,['siren']
22601-8-0-16,['siren']
22601-8-0-17,['siren']
22601-8-0-18,['siren']
22601-8-0-19,['siren']
22601-8-0-2,['siren']
22601-8-0-20,['siren']
22601-8-0-21,['siren']
22601-8-0-22,['siren']
22601-8-0-23,['siren']
22601-8-0-24,['siren']
22601-8-0-25,['siren']
22601-8-0-26,['siren']
22601-8-0-27,['siren']
22601-8-0-28,['siren']
22601-8-0-29,['siren']
22601-8-0-3,['siren']
22601-8-0-30,['siren']
22601-8-0-31,['siren']
22601-8-0-32,['siren']
22601-8-0-33,['siren']
22601-8-0-34,['siren']
22601-8-0-35,['siren']
22601-8-0-36,['siren']
22601-8-0-37,['siren']
22601-8-0-38,['siren']
22601-8-0-39,['siren']
22601-8-0-4,['siren']
22601-8-0-40,['siren']
22601-8-0-41,['siren']
22601-8-0-42,['siren']
22601-8-0-43,['siren']
22601-8-0-44,['siren']
22601-8-0-45,['siren']
22601-8-0-46,['siren']
22601-8-0-47,['siren']
22601-8-0-48,['siren']
22601-8-0-49,['siren']
22601-8-0-5,['siren']
22601-8-0-50,['siren']
22601-8-0-51,['siren']
22601-8-0-52,['siren']
22601-8-0-53,['siren']
22601-8-0-54,['siren']
22601-8-0-6,['siren']
22601-8-0-7,['siren']
22601-8-0-8,['siren']
22601-8-0-9,['siren']
22882-5-0-0,['engine_idling']
22882-5-0-1,['engine_idling']
22883-7-1-0,['jackhammer']
22883-7-10-0,['jackhammer']
22883-7-100-0,['jackhammer']
22883-7-11-0,['jackhammer']
22883-7-110-1,['jackhammer']
22883-7-17-2,['jackhammer']
22883-7-17-4,['jackhammer']
22883-7-17-5,['jackhammer']
22883-7-18-0,['jackhammer']
22883-7-19-0,['jackhammer']
22883-7-21-0,['jackhammer']
22883-7-23-0,['jackhammer']
22883-7-24-0,['jackhammer']
22883-7-27-0,['jackhammer']
22883-7-28-0,['jackhammer']
22883-7-29-2,['jackhammer']
22883-7-3-0,['jackhammer']
22883-7-33-0,['jackhammer']
22883-7-34-0,['jackhammer']
22883-7-35-2,['jackhammer']
22883-7-35-3,['jackhammer']
22883-7-36-0,['jackhammer']
22883-7-36-1,['jackhammer']
22883-7-36-2,['jackhammer']
22883-7-37-0,['jackhammer']
22883-7-39-0,['jackhammer']
22883-7-39-1,['jackhammer']
22883-7-40-0,['jackhammer']
22883-7-43-2,['jackhammer']
22883-7-44-0,['jackhammer']
22883-7-47-2,['jackhammer']
22883-7-48-0,['jackhammer']
22883-7-49-1,['jackhammer']
22883-7-49-3,['jackhammer']
22883-7-51-0,['jackhammer']
22883-7-53-0,['jackhammer']
22883-7-54-0,['jackhammer']
22883-7-58-0,['jackhammer']
22883-7-61-0,['jackhammer']
22883-7-61-1,['jackhammer']
22883-7-62-0,['jackhammer']
22883-7-63-0,['jackhammer']
22883-7-64-0,['jackhammer']
22883-7-67-0,['jackhammer']
22883-7-69-0,['jackhammer']
22883-7-7-0,['jackhammer']
22883-7-71-0,['jackhammer']
22883-7-72-0,['jackhammer']
22883-7-74-0,['jackhammer']
22883-7-77-0,['jackhammer']
22883-7-78-2,['jackhammer']
22883-7-81-0,['jackhammer']
22883-7-83-0,['jackhammer']
22883-7-86-0,['jackhammer']
22883-7-87-0,['jackhammer']
22883-7-9-0,['jackhammer']
22883-7-91-0,['jackhammer']
22883-7-92-0,['jackhammer']
22883-7-93-0,['jackhammer']
22883-7-98-1,['jackhammer']
22883-7-99-2,['jackhammer']
22883-7-99-3,['jackhammer']
22885-5-0-0,['engine_idling']
22962-4-0-0,['drilling']
22962-4-0-1,['drilling']
22962-4-0-2,['drilling']
22973-3-0-0,['dog_bark']
22973-3-0-1,['dog_bark']
22973-3-0-2,['dog_bark']
23131-3-0-0,['dog_bark']
23131-3-2-0,['dog_bark']
23131-3-4-0,['dog_bark']
23131-3-5-0,['dog_bark']
23161-6-0-0,['gun_shot']
23161-6-1-0,['gun_shot']
23218-5-0-0,['engine_idling']
23219-5-0-0,['engine_idling']
23219-5-0-1,['engine_idling']
23219-5-0-10,['engine_idling']
23219-5-0-11,['engine_idling']
23219-5-0-12,['engine_idling']
23219-5-0-13,['engine_idling']
23219-5-0-2,['engine_idling']
23219-5-0-3,['engine_idling']
23219-5-0-4,['engine_idling']
23219-5-0-5,['engine_idling']
23219-5-0-6,['engine_idling']
23219-5-0-7,['engine_idling']
23219-5-0-8,['engine_idling']
23219-5-0-9,['engine_idling']
23219-5-1-0,['engine_idling']
23219-5-1-1,['engine_idling']
23219-5-1-2,['engine_idling']
24074-1-0-0,['car_horn']
24074-1-0-1,['car_horn']
24074-1-0-10,['car_horn']
24074-1-0-11,['car_horn']
24074-1-0-12,['car_horn']
24074-1-0-13,['car_horn']
24074-1-0-2,['car_horn']
24074-1-0-3,['car_horn']
24074-1-0-4,['car_horn']
24074-1-0-5,['car_horn']
24074-1-0-6,['car_horn']
24074-1-0-7,['car_horn']
24074-1-0-8,['car_horn']
24074-1-0-9,['car_horn']
24076-1-0-0,['car_horn']
24076-1-1-0,['car_horn']
24347-8-0-0,['siren']
24347-8-0-1,['siren']
24347-8-0-10,['siren']
24347-8-0-11,['siren']
24347-8-0-12,['siren']
24347-8-0-13,['siren']
24347-8-0-14,['siren']
24347-8-0-15,['siren']
24347-8-0-16,['siren']
24347-8-0-17,['siren']
24347-8-0-18,['siren']
24347-8-0-19,['siren']
24347-8-0-2,['siren']
24347-8-0-20,['siren']
24347-8-0-21,['siren']
24347-8-0-22,['siren']
24347-8-0-23,['siren']
24347-8-0-24,['siren']
24347-8-0-25,['siren']
24347-8-0-26,['siren']
24347-8-0-27,['siren']
24347-8-0-28,['siren']
24347-8-0-29,['siren']
24347-8-0-3,['siren']
24347-8-0-30,['siren']
24347-8-0-31,['siren']
24347-8-0-32,['siren']
24347-8-0-33,['siren']
24347-8-0-34,['siren']
24347-8-0-35,['siren']
24347-8-0-36,['siren']
24347-8-0-37,['siren']
24347-8-0-38,['siren']
24347-8-0-39,['siren']
24347-8-0-4,['siren']
24347-8-0-40,['siren']
24347-8-0-41,['siren']
24347-8-0-42,['siren']
24347-8-0-43,['siren']
24347-8-0-44,['siren']
24347-8-0-45,['siren']
24347-8-0-46,['siren']
24347-8-0-47,['siren']
24347-8-0-48,['siren']
24347-8-0-49,['siren']
24347-8-0-5,['siren']
24347-8-0-50,['siren']
24347-8-0-51,['siren']
24347-8-0-52,['siren']
24347-8-0-53,['siren']
24347-8-0-54,['siren']
24347-8-0-55,['siren']
24347-8-0-56,['siren']
24347-8-0-57,['siren']
24347-8-0-58,['siren']
24347-8-0-59,['siren']
24347-8-0-6,['siren']
24347-8-0-60,['siren']
24347-8-0-61,['siren']
24347-8-0-62,['siren']
24347-8-0-63,['siren']
24347-8-0-64,['siren']
24347-8-0-65,['siren']
24347-8-0-66,['siren']
24347-8-0-67,['siren']
24347-8-0-68,['siren']
24347-8-0-69,['siren']
24347-8-0-7,['siren']
24347-8-0-70,['siren']
24347-8-0-71,['siren']
24347-8-0-72,['siren']
24347-8-0-73,['siren']
24347-8-0-74,['siren']
24347-8-0-75,['siren']
24347-8-0-76,['siren']
24347-8-0-77,['siren']
24347-8-0-78,['siren']
24347-8-0-79,['siren']
24347-8-0-8,['siren']
24347-8-0-80,['siren']
24347-8-0-81,['siren']
24347-8-0-82,['siren']
24347-8-0-83,['siren']
24347-8-0-84,['siren']
24347-8-0-85,['siren']
24347-8-0-86,['siren']
24347-8-0-87,['siren']
24347-8-0-88,['siren']
24347-8-0-89,['siren']
24347-8-0-9,['siren']
24347-8-0-90,['siren']
24347-8-0-91,['siren']
24347-8-0-92,['siren']
24347-8-0-93,['siren']
24347-8-0-94,['siren']
24347-8-0-95,['siren']
24347-8-0-96,['siren']
24347-8-0-97,['siren']
24347-8-0-98,['siren']
24347-8-0-99,['siren']
24364-4-0-0,['drilling']
24364-4-0-1,['drilling']
24364-4-0-10,['drilling']
24364-4-0-11,['drilling']
24364-4-0-12,['drilling']
24364-4-0-2,['drilling']
24364-4-0-3,['drilling']
24364-4-0-4,['drilling']
24364-4-0-5,['drilling']
24364-4-0-6,['drilling']
24364-4-0-7,['drilling']
24364-4-0-8,['drilling']
24364-4-0-9,['drilling']
24631-6-0-0,['gun_shot']
24632-6-0-0,['gun_shot']
24632-6-1-0,['gun_shot']
24652-6-0-0,['gun_shot']
24728-7-0-0,['jackhammer']
24728-7-1-0,['jackhammer']
24728-7-2-0,['jackhammer']
24728-7-3-0,['jackhammer']
24728-7-4-0,['jackhammer']
24728-7-5-0,['jackhammer']
24965-3-0-0,['dog_bark']
24965-3-1-0,['dog_bark']
24965-3-2-0,['dog_bark']
24965-3-3-0,['dog_bark']
25037-6-0-0,['gun_shot']
25037-6-1-0,['gun_shot']
25038-6-0-0,['gun_shot']
25038-6-1-0,['gun_shot']
25039-6-0-0,['gun_shot']
25039-6-1-0,['gun_shot']
26173-8-0-0,['siren']
26176-1-0-0,['car_horn']
26177-1-0-0,['car_horn']
26177-1-1-0,['car_horn']
26177-1-2-0,['car_horn']
26184-5-0-0,['engine_idling']
26184-5-1-0,['engine_idling']
26184-5-2-0,['engine_idling']
26184-5-3-0,['engine_idling']
26184-5-4-0,['engine_idling']
26184-5-4-1,['engine_idling']
26184-5-4-2,['engine_idling']
26184-5-4-3,['engine_idling']
26185-1-0-0,['car_horn']
26185-1-1-0,['car_horn']
26186-1-0-0,['car_horn']
26255-3-0-0,['dog_bark']
26255-3-13-1,['dog_bark']
26255-3-6-0,['dog_bark']
26255-3-8-0,['dog_bark']
26256-3-4-0,['dog_bark']
26256-3-5-22,['dog_bark']
26256-3-6-6,['dog_bark']
26256-3-7-36,['dog_bark']
26270-9-0-19,['street_music']
26270-9-0-23,['street_music']
26270-9-0-3,['street_music']
26270-9-0-30,['street_music']
26270-9-0-32,['street_music']
26270-9-0-35,['street_music']
26344-4-0-0,['drilling']
26344-4-1-0,['drilling']
27068-1-0-0,['car_horn']
27070-2-0-0,['children_playing']
27070-2-0-2,['children_playing']
27070-2-0-3,['children_playing']
27070-2-0-4,['children_playing']
27070-2-0-5,['children_playing']
27070-2-0-7,['children_playing']
27070-2-0-8,['children_playing']
27216-3-0-18,['dog_bark']
27216-3-0-21,['dog_bark']
27216-3-0-24,['dog_bark']
27216-3-0-9,['dog_bark']
27217-3-0-13,['dog_bark']
27217-3-0-22,['dog_bark']
27217-3-0-6,['dog_bark']
27349-3-0-2,['dog_bark']
27349-3-0-6,['dog_bark']
27349-3-1-2,['dog_bark']
27349-3-2-1,['dog_bark']
28284-3-0-0,['dog_bark']
28284-3-0-1,['dog_bark']
28284-3-1-0,['dog_bark']
28385-9-0-32,['street_music']
28385-9-0-33,['street_music']
28385-9-0-44,['street_music']
28385-9-0-46,['street_music']
28385-9-0-57,['street_music']
28385-9-0-65,['street_music']
28385-9-0-9,['street_music']
28426-8-0-0,['siren']
28426-8-1-0,['siren']
28426-8-2-0,['siren']
28808-1-0-0,['car_horn']
28808-1-0-1,['car_horn']
28808-1-0-10,['car_horn']
28808-1-0-11,['car_horn']
28808-1-0-2,['car_horn']
28808-1-0-3,['car_horn']
28808-1-0-4,['car_horn']
28808-1-0-5,['car_horn']
28808-1-0-6,['car_horn']
28808-1-0-7,['car_horn']
28808-1-0-8,['car_horn']
28808-1-0-9,['car_horn']
28808-1-1-0,['car_horn']
28808-1-1-1,['car_horn']
2937-1-0-0,['car_horn']
29721-4-0-0,['drilling']
29721-4-0-1,['drilling']
29721-4-0-10,['drilling']
29721-4-0-11,['drilling']
29721-4-0-12,['drilling']
29721-4-0-13,['drilling']
